,ID,Tweet,Classification,Target,Direction,Focus Words,Case Template
11949,11950,and trump wasnt on camera saying he grabs women and they all want to sleep with him he… ,non-hateful,,,,
11950,11951,being this comfortable and getting cheated on is what will fuck someone up beyond belief ,non-hateful,,,,
11951,11952,y’all don’t give a shit i don’t either fuck y’all ,non-hateful,,,,
11952,11953,a rivet instead of a lock stops all pathetic begging for release ,non-hateful,,,,
11953,11954,damn rob you need to go back to school,non-hateful,,,,
11954,11955,is this real  what the fuck omg ,non-hateful,,,,
11955,11956,i am proud to be a gay son of god — this valedictorian came out during his graduation speech at mormon university byu h…,non-hateful,,,,
11956,11957,have you ever just randomly cried because you’ve been holding shit in for too long,non-hateful,,,,
11957,11958,fucking kill me,non-hateful,,,,
11958,11959,me at  yo bilingual cute smart quiet mentally healthy able to do math with my fingersme at  yo illiterate ugly…,non-hateful,,,,
11959,11960,morning americamy awesome patriots rock amproll for godusajusticeluv president trumpicebluemilitary never ha…,non-hateful,,,,
11960,11961,hey you need to cut ties with this entire family all brands that sponsor janelle need to stop do you see what y…,non-hateful,,,,
11961,11962,kylian mbappé at   x world cup  x  euros  x ligue   x coupe de la ligue  x coupe de france  x trophée de…,non-hateful,,,,
11962,11963,if you not my man i promise i don’t give a fuck about you and i mean this in the most disrespectful way possible,non-hateful,,,,
11963,11964,do you want to see our total votes accumulated for todayto unlock  rts   repliesin just  hour ,non-hateful,,,,
11964,11965,ah shit mtvs running a little late,non-hateful,,,,
11965,11966,huh it a fucked up black hole to get sucked into should they go… ,non-hateful,,,,
11966,11967,the xplus  series yuji sakai godzilla  ric sold out at the us store a couple of days ago now its sold… ,non-hateful,,,,
11967,11968,the entire shit show went exactly like i thought it would so im holding up just fine however my ange… ,non-hateful,,,,
11968,11969,i might not fuck w you but i dont wish bad upon you we’re all grinding trying out new paths no hard feelings,non-hateful,,,,
11969,11970,they could easily have said “bucky peggy im with you” but they chose to fucking put “i love you” i love my bisexual ico…,non-hateful,,,,
11970,11971,this reminds me of how dictators in third world countries work huh guess that’s america now,non-hateful,,,,
11971,11972,but for jack no one else could rein him in the way jack could could cut through his bullshit and brav… ,non-hateful,,,,
11972,11973,well this is a heck of a piece of writing ill be pointing people to it and quoting from it for a long time to come…,non-hateful,,,,
11973,11974,me getting my iud hulike a bitch but it felt like my only safe option a man who has never ever not even once had his…,non-hateful,,,,
11974,11975,zach pronschinske gets a pair of strikeouts to end the bottom of the eighth as uwwhitewater strands runners at fir… ,non-hateful,,,,
11975,11976,fucking hell man,non-hateful,,,,
11976,11977,not deion ass  ,non-hateful,,,,
11977,11978,what the actual fuck is happening in the us ,non-hateful,,,,
11978,11979,get it on,non-hateful,,,,
11979,11980,remember when the post got all over eric holder for stonewalling congress being found in contempt and for declaring himself…,non-hateful,,,,
11980,11981,bees really out here throwing ass now  ,non-hateful,,,,
11981,11982,shoanswer you need to go away,non-hateful,,,,
11982,11983,cristiano ronaldo  the most complete player ever ,non-hateful,,,,
11983,11984,“what’s the move tonight”stfu you’re failing two classes go study,non-hateful,,,,
11984,11985,i have a small scrape on my hand which i covered with a bandaid because its uggo,non-hateful,,,,
11985,11986,i think she’s mad you didn’t know her name,non-hateful,,,,
11986,11987,you’re so welcome ,non-hateful,,,,
11987,11988,wow such the smartass you are huh pedophile,non-hateful,,,,
11988,11989,shit im fucked now ,non-hateful,,,,
11989,11990,i’d be one fine ass hoe out in these streets ,non-hateful,,,,
11990,11991,such cuties holy shit,non-hateful,,,,
11991,11992,call me ishmael seriously dude its important call me as soon as you get this text were gonna go fucking get moby dick d…,non-hateful,,,,
11992,11993,so now jon going beyond the wall to live as a wildling fr what the fuck was this shit,non-hateful,,,,
11993,11994,boy stop fuck yo yourself and go drink a stag carib trash ,non-hateful,,,,
11994,11995,rep ilhan omar says “america is not going to be the country of white people”nobody said it wasbut i can tell you…,non-hateful,,,,
11995,11996, is teaching me the importance of group energy there’s some shit that is possible to do by yourself that people you t…,non-hateful,,,,
11996,11997,if you ain’t industry i don’t fuck with you,non-hateful,,,,
11997,11998,ok true fuck seungri but music wise i kinda liked them ohhh hyukoh is pretty nice too,non-hateful,,,,
11998,11999,i dropped my headphones in my apple juice fuck this fate,non-hateful,,,,
11999,12000,ive been putting out albums for a quarter century if you’re just discovering my music now you may not know where to sta…,non-hateful,,,,
12000,12001,fuck sports  what’s up wit the money though,non-hateful,,,,
12001,12002,my hoes always playin wen its crunch time dawg smh these bitches better be the same way wen it’s time for me too go to the zoo n shit ,non-hateful,,,,
12002,12003,the amount it costs to adopt someone is literal proof that the government does not give a single fuck about poor pe… ,hateful,,,,
12003,12004,taegi is there something you fucking need ,non-hateful,,,,
12004,12005,she deserved a fucking movie before captain marvel i said what i said ,non-hateful,,,,
12005,12006,an acting ass actor dinklage,non-hateful,,,,
12006,12007,lol what the fuck is this shakespears sister performance on graham norton,non-hateful,,,,
12007,12008,what the fuck ,hateful,,,,
12008,12009,“ if people want to hate me i cant stop them but its not going to stop me from doing my job you wanna know why bec…,non-hateful,,,,
12009,12010,weve all known from the day barr opened his lying mouth to congress he was only interested in covering trumps crooked ass…,non-hateful,,,,
12010,12011,still cant get over this picture siszamo theyre honestly no words to describe the level of admiration i have…,non-hateful,,,,
12011,12012,do you even know what sober is  fuck off,non-hateful,,,,
12012,12013,whoever forgot to tell putin about that carpet better not go near open windows in tall buildings this weekend,non-hateful,,,,
12013,12014,fuck your book,hateful,,,,
12014,12015,she gonna die from taking this big ass dick  ,non-hateful,,,,
12015,12016,if antivaxxers wanna fucking die because they don’t “believe” in medicine it’s ok go ahead they should get ext… ,non-hateful,,,,
12016,12017,oh my fecking goddid i just hear scott hypocrite say we have to have respect for old peoplehow fucking dare heaf…,non-hateful,,,,
12017,12018,at work until tomorrow morning imessage games welcome,non-hateful,,,,
12018,12019,please y’all i work to fuckin hard for my shit ,non-hateful,,,,
12019,12020,no shit defending slavers is pathetic,non-hateful,,,,
12020,12021,can never be me but you,non-hateful,,,,
12021,12022,this shit needs to stop broooooooooooooooooooooo ,non-hateful,,,,
12022,12023,coming close to  followers and i’m thinking of doing a giveaway,non-hateful,,,,
12023,12024,but i mixed the shit with water and the substance and both sides agreed with eachother some girl that had respect f… ,non-hateful,,,,
12024,12025,i would rather die of thirst then drink a fucking root beer,non-hateful,,,,
12025,12026,holy fucking shit i forgot i changed my sister’s contact and tge sheer terror that filled my bones when i recieved this t…,non-hateful,,,,
12026,12027,heres corbyns adviser andrew murray father of labours head of complaints defending the murderous tyrant stalins…,non-hateful,,,,
12027,12028,need sum nasty ass sex like this ,non-hateful,,,,
12028,12029,ima tell her bitch watch yo mouth dont be sorry be careful bitch thats my nigga pill cosby,non-hateful,,,,
12029,12030,i don’t kiss ass but i do apologize in situations that were my fault,non-hateful,,,,
12030,12031, will the raptors show up and help kawhi defend home couor is milwaukee going to go up  … ,non-hateful,,,,
12031,12032,untuk kali ke berapa ntah  aku harap sangatclear skin before rayaclear skin before rayaclear skin before rayaclear skin…,non-hateful,,,,
12032,12033,if you’re a slut for iced coffee and saving the environment like me starbucks is selling a reusable color changing cu…,non-hateful,,,,
12033,12034,sometimes i get mad at myself bc i was really close to certain people that i’d never ever want to be friends w again i se…,non-hateful,,,,
12034,12035,it’s mental health awareness month amp i don’t think i’ve ever been less mentally healthy,non-hateful,,,,
12035,12036,my future mother inlaw what will you cook for my sonme ,non-hateful,,,,
12036,12037,fucking deceased  ,non-hateful,,,,
12037,12038,i’m definitely not gon be doin this shit long ,non-hateful,,,,
12038,12039,youre a bright and shining star,non-hateful,,,,
12039,12040,if you had one of these growing up you’re a guaranteed bad bitch now ,non-hateful,,,,
12040,12041,fuck me please let me suck that cock dry and clean,non-hateful,,,,
12041,12042,off the rack ass,non-hateful,,,,
12042,12043,its just nice to have a big fucking wall with an armed organization to guard it yknow for old times sake,non-hateful,,,,
12043,12044,thats okay its obvious you are a trump hater and you rather do that… ,non-hateful,,,,
12044,12045,she so damn beautiful,non-hateful,,,,
12045,12046,what the actual fuck,non-hateful,,,,
12046,12047,fuck steph curry,non-hateful,,,,
12047,12048,tune in today “everything” soulofthestreets  est ,non-hateful,,,,
12048,12049,porto’s bakery is coming to northridge and we know where it’s planning to open ,non-hateful,,,,
12049,12050,i think its our responsibility to tell everyone about our pm where doing meditation excellent details about the mod…,non-hateful,,,,
12050,12051,i have two holes for a fucking reason ,non-hateful,,,,
12051,12052,still a bad bitch,non-hateful,,,,
12052,12053,attorney general barr cancels second day of testimony escalating battle with congress  reuters  crooked ass ,hateful,,,,
12053,12054,its may   at ,non-hateful,,,,
12054,12055,a haiku by seunghyubmy legs are so longlook at my good proportionsfuck all shopeople ,hateful,,,,
12055,12056,“i can’t tell if that’s a fucking crackhead or a hipster” my mom driving downtown,non-hateful,,,,
12056,12057,when you play the game of thrones you win or you diethe series finale premieres tonight at  on ,non-hateful,,,,
12057,12058,theyre after me,non-hateful,,,,
12058,12059,me i should go to bed early tonight me at  am ,non-hateful,,,,
12059,12060, regional office of hrc in bangkok they agree to have a better preparation and timing to the visit…,non-hateful,,,,
12060,12061,no offense but we literally bought a revolutionary war to not give a fuck about an unelected monarch,non-hateful,,,,
12061,12062,that is fucking creative tbf ,non-hateful,,,,
12062,12063,dont ask me how i feel about it i dont give a fuck,non-hateful,,,,
12063,12064,dad you’re embarrassing me in front of my friends is it hot in here or did you just get burned oh sorry how insen…,non-hateful,,,,
12064,12065,“he took my virginity and left me for his sister trash” ,non-hateful,,,,
12065,12066,rudy you’re either a lunatic or senile,non-hateful,,,,
12066,12067,it was trump who cheated on his wifeafter she…,hateful,,,,
12067,12068,baby future when he wanted a big wheel but dad handed him a rolex instead ,non-hateful,,,,
12068,12069,i don’t fuck wit like that no mo but i never turn down a good turn up me and my turks hating from outside th… ,non-hateful,,,,
12069,12070,trash,non-hateful,,,,
12070,12071,bill barrs inability to answer question about whether the president or anyone in the white house su…,non-hateful,,,,
12071,12072,bruh i thought i was the only one who noticed his ass be saying a whole lot of nothing,non-hateful,,,,
12072,12073,plot twist loki is actually alive and he’s  on fortnite that calls korg a dickhead for shits and giggles,non-hateful,,,,
12073,12074,‘are you tired little guy’ ,non-hateful,,,,
12074,12075,i really thought with my whole ass chest that bran would show jon a flashback of rhaegar at the trident or something ,non-hateful,,,,
12075,12076,people are always like “ur so brave for being so open about your mental illness” and i always wanna be like “oh that’s ac…,non-hateful,,,,
12076,12077, love her would love to fuck her on camera,non-hateful,,,,
12077,12078,i found youi found you ,non-hateful,,,,
12078,12079,youre welcome,non-hateful,,,,
12079,12080,when the relationship dead but yaw keep fucking ,non-hateful,,,,
12080,12081,ah i get itsnp supporters abused you,non-hateful,,,,
12081,12082,i have made the fucking discovery that when i said “you saved my life” to felix he replied “you saved mine”,non-hateful,,,,
12082,12083,those “invaders” you stupid little racist child do a lot of the agricultural and construction work th… ,non-hateful,,,,
12083,12084,shout out to the adult on the porch who watched this entire scenario unfold and just fucking sat there ,non-hateful,,,,
12084,12085,one day bts will be so tired of collab question that jungkook willl straight away say that he wants to collaborate with floy…,non-hateful,,,,
12085,12086,namjoon is one of the most incredible human beings i’ll ever have the pleasure of knowing i could never explain how he’s hel…,non-hateful,,,,
12086,12087,i would die for keanu reeves i think ,non-hateful,,,,
12087,12088,this chi shit ,non-hateful,,,,
12088,12089,someone tell me why tf i put myself in these situations why cant i just be a heartless bitch and not give a fuck geez,non-hateful,,,,
12089,12090,i know y’all are not hip to these cute ass sandals i just found at old navy and for the price y’all  ,non-hateful,,,,
12090,12091,it is monday i am not in the mood for y’all bad ass breath,non-hateful,,,,
12091,12092,i have never worked on my birthday nor gone to school ,non-hateful,,,,
12092,12093,ok you’re such a bigger john mayer than i am wow good job,non-hateful,,,,
12093,12094,how to suck his dick ,non-hateful,,,,
12094,12095,omg theyre live,non-hateful,,,,
12095,12096,it’s really crazy how some of y’all will have a person that is such a blessing too you but you still fuck them ove… ,non-hateful,,,,
12096,12097,get fucking vice ,non-hateful,,,,
12097,12098,“if you give up nothing will eve get better in our country or our world”  senator jennifer mcclellen ,non-hateful,,,,
12098,12099,thank you lindsey graham saying trump is a fucking idiot on loop,non-hateful,,,,
12099,12100,i can die in peace now ,non-hateful,,,,
12100,12101,it’s sick ,non-hateful,,,,
12101,12102,kinda want to go to the hot rub kinda want to smoke amd go to bed,non-hateful,,,,
12102,12103,  days to go see you there ,non-hateful,,,,
12103,12104,trump fits in nowhere he is too stupid for business tycoons to crass for hollywood too ignorant for democrati…,non-hateful,,,,
12104,12105,pete buttigieg is a christian because he has chosen to follow jesus full stophe doesnt need your permission doesn…,non-hateful,,,,
12105,12106,youre the rolling to my thunder keep being you,non-hateful,,,,
12106,12107,i can only imagine how fucking stressfull it can be to get continuously bombared about shit on the pl… ,non-hateful,,,,
12107,12108,fuck them niggas for life the way they did me wrong,hateful,,,,
12108,12109,i think ima do fine on my final but i gotta find a way to cheat  just in case,non-hateful,,,,
12109,12110,harris just did some of that prosecutor shit,non-hateful,,,,
12110,12111,up next ohio outlaws fucking,hateful,,,,
12111,12112,holy fuckin shit iam so hppy ,non-hateful,,,,
12112,12113,i really hope nobody gets huover this mozzy  philthy rich beef but at least theres some hard ass records coming out as a r…,non-hateful,,,,
12113,12114,jon snow heabroken as fuck,non-hateful,,,,
12114,12115,ain’t shit to do but think,non-hateful,,,,
12115,12116,i like to think so,non-hateful,,,,
12116,12117,i hope someday my future husband wouldnt mind to spend some money for me to be this pretty after giving birth to his kids…,non-hateful,,,,
12117,12118,maybe we should stacalling loki loki friggason because at least she is a mom to lokihis biological dad left him to…,non-hateful,,,,
12118,12119,ah shit here we go again ,non-hateful,,,,
12119,12120,in relationships you’re never going to agree  with the other person respect each other and keep the peace because…,non-hateful,,,,
12120,12121,you’re welcome,non-hateful,,,,
12121,12122,watch my fuck a fan video —gt playing on my private snapchat  ,non-hateful,,,,
12122,12123,shit it might go  games but they damn sure ain’t going out like that,non-hateful,,,,
12123,12124,i don’t know who need to hear this but cream is not white,non-hateful,,,,
12124,12125,when memphis has the number one recruiting class and everyone wants to come out of the woodwork to tell us how big… ,non-hateful,,,,
12125,12126,brie looks like a father of two,non-hateful,,,,
12126,12127,i need this help me ,non-hateful,,,,
12127,12128,delusional it is unbelievable how many stupid people are out there living…,non-hateful,,,,
12128,12129,‘ one thing about me none of my friends can say i fucked someone they talk to went with or fuck  bitches snakes i… ,non-hateful,,,,
12129,12130,well when you gotta go you gotta go,non-hateful,,,,
12130,12131,i don’t know where i’m going but i’ve got to go,non-hateful,,,,
12131,12132,if i can’t pick you up i can’t fuck with you,non-hateful,,,,
12132,12133,i am a professional web and graphic designer do you need any kinds of business card portfolio… ,non-hateful,,,,
12133,12134,minus the baby and i’m with all the dumb shit  ,non-hateful,,,,
12134,12135,i don’t think my tummy has ever been like this  even when i was a fetus ,non-hateful,,,,
12135,12136,if nicki would have ever,non-hateful,,,,
12136,12137,if you’d fuck genie bouchard on her yacht  ,non-hateful,,,,
12137,12138,not a damn day passes where i do not think about this ,non-hateful,,,,
12138,12139,its length is certainly a draw which helps if you need to reread it to verify how good it is,non-hateful,,,,
12139,12140,my neighbors are blaring eye of the tiger and i can’t help but think something’s about to go down,non-hateful,,,,
12140,12141,in videoi’ll eat this welldeliciouslyi’ll cut a bit of thisi was just cutting some of this a bit hard…,non-hateful,,,,
12141,12142,have you ever felt like you don’t know what’s going on anymore like you don’t feel anything and you’ve lost your motiva…,non-hateful,,,,
12142,12143,i think you are younger then me,non-hateful,,,,
12143,12144,you’re like the unofficial mr xavier twitter edition you’re hilarious as hell bro ,non-hateful,,,,
12144,12145,ahha youre my accountant now lowkey,non-hateful,,,,
12145,12146,running on no sleep and just did my makeup in a public bathroom here we go ,non-hateful,,,,
12146,12147,he not the only one that can put two balls in his mouth ,non-hateful,,,,
12147,12148,you don’t need lube when you fuck a gangbang whore his hole is wet sloppy and smooth as butter it’ll make your dick extr…,non-hateful,,,,
12148,12149,this damn iphone acting tf up ,non-hateful,,,,
12149,12150,why cheat when you can be single and don’t have to worry about a bitch all in yo mix ,non-hateful,,,,
12150,12151,nobodyme after my bitch get out the shower  ,non-hateful,,,,
12151,12152,taemin throwing his pancake ass ,non-hateful,,,,
12152,12153,i cannot even calculate the damage this man will do to this country and the entire world before we get him out of office,non-hateful,,,,
12153,12154,my dummy sick ass just got sent home early from  work lol,non-hateful,,,,
12154,12155,awe poor little  probably because youre a total idiotand you… ,non-hateful,,,,
12155,12156, they said theyre allowed to tell me what to do too,non-hateful,,,,
12156,12157, bantu ya  bongbong doll  by  pillow  exclude ems  close  may …,non-hateful,,,,
12157,12158,if this camerawork is trash im gonna actually cry its  am in the morning here and european african and asian armys b…,non-hateful,,,,
12158,12159,you can rest now ,non-hateful,,,,
12159,12160,fucking done with college i did it,non-hateful,,,,
12160,12161,hes an idiot and worse than that a tory but id like to see the media use their connections to at least researc… ,hateful,,,,
12161,12162,dont submit then quit apply for jobs like management and program analyst at federal aviation administration th… ,non-hateful,,,,
12162,12163,i want to come over ,non-hateful,,,,
12163,12164,i woke up at  today and my mom called me and said “andrea pon la alarma tú papi y yo estamos en mexico” bitch wtf i’m still confused,non-hateful,,,,
12164,12165,theres no fucking time,non-hateful,,,,
12165,12166,breaking we and our allies filed a formal notice of intent today to sue the federal office of surface mining reclamat…,non-hateful,,,,
12166,12167,congratulations class of  you are about to become apparently we all dress alike so update you… ,non-hateful,,,,
12167,12168,fucking garbage omg it doesnt even make sense how bad it was like wtffff,non-hateful,,,,
12168,12169,fuck me ,non-hateful,,,,
12169,12170,christ i hope you’re okay xoxox,non-hateful,,,,
12170,12171,theyll need it considering you cut  jobs trumps economy congrats on nothing,non-hateful,,,,
12171,12172,my weed getting ready for me to get home from work ,non-hateful,,,,
12172,12173,tweeting a lot today gonna shut up in a little bit and face my work ,non-hateful,,,,
12173,12174,disgusting mate utter shit,non-hateful,,,,
12174,12175,started from the bottom now hes here drake has won the most ever ,non-hateful,,,,
12175,12176,damn skippy its perfect,non-hateful,,,,
12176,12177,“damn i really like you”me ,non-hateful,,,,
12177,12178,oh god now i’m all upset because of james’s video and i feel bad and like he’s just a kid and needs to learn am i… ,non-hateful,,,,
12178,12179,so we’re getting close to the suffolk skeet this weekend sunday at eriswell lodge training is going well for sev… ,non-hateful,,,,
12179,12180,barr should be locked up right now for obstructing justice bring the marshals in the room and lock his ass up,non-hateful,,,,
12180,12181,im not an ass man but id spank him ,non-hateful,,,,
12181,12182,she’s credible and believable as someone who understands and is passionate about the topic you don’t need to be a flaw…,non-hateful,,,,
12182,12183,today is the ticket selling  which is free so mostly like to be sold out  i think the show is on  sumn,non-hateful,,,,
12183,12184,they are probably lining up outside his office now ,non-hateful,,,,
12184,12185,damn this is one of the most satisfying ws in a while,non-hateful,,,,
12185,12186,these niggas aint shit but they be so fucking fine,non-hateful,,,,
12186,12187,it all translates to i cant dance ,non-hateful,,,,
12187,12188,i’m so tired of the “ stop having unprotected sex then “ argument simply bc i got pregnant even while using a condom  y’all annoying af,non-hateful,,,,
12188,12189,i hate that fishermans are so fabulous just get away and deal with it ,non-hateful,,,,
12189,12190,actually its another  reasons why he never shouldve been president in the first place,non-hateful,,,,
12190,12191,unwritten rule  you only get to choose her nail color only if you’re paying  ,non-hateful,,,,
12191,12192,ill never know if im truly straight tbhmessi hasnt asked me to suck his dick yet,non-hateful,,,,
12192,12193,the shooter thought angel was derek the shooter said snitch ass and shot angel up those bullets were…,non-hateful,,,,
12193,12194,as i sit down to eat my whole ass chipotle bowl that has extra white rice and a large bag of their chips,non-hateful,,,,
12194,12195,can go for some colombian burger,non-hateful,,,,
12195,12196,yeh fuck you chris,non-hateful,,,,
12196,12197,there have been  cases of sex crimes of jihad against hindus in the year  alone this is not an estimate these…,non-hateful,,,,
12197,12198,this is devastating to the false narrative that the left wing media has feed the american people for over two years  ,non-hateful,,,,
12198,12199,if you openly call another crew “faggots” and tell us ‘we’re trash’ because we simply protect our ship from you and yo…,non-hateful,,,,
12199,12200, can just stop right fucking now ,non-hateful,,,,
12200,12201,now golden state “fans” are mad cause we getting easy fouls hoe asses forget all the calls they got and we didn’t the first two games,hateful,,,,
12201,12202,received an update on my dog from my mother and turns out my dog is depressed well get in line ruby ,non-hateful,,,,
12202,12203,took me a while to get into billie eillish but now that i did i can’t stop listening ,non-hateful,,,,
12203,12204,hannahrodgers what lori laughlin did was gross but the fact she’s facing  years in prison when brock turner got  months for being…,non-hateful,,,,
12204,12205,damn i’m missing you again,non-hateful,,,,
12205,12206,i hate a terry silver ass nigga ,non-hateful,,,,
12206,12207,ever wondered why modi gave up blaming for everything amp shifted his focus on insteadthat is becaus…,hateful,,,,
12207,12208,that is disgusting it makes me sick why do these people have such hate in their hearts,non-hateful,,,,
12208,12209,jesus fucking christ it’s like i’m back in saudi arabia again ,non-hateful,,,,
12209,12210,when people do stupid ish and you warned them not to ,non-hateful,,,,
12210,12211,stop what youre doing for a minute or two and listen to gorgeous new track ,non-hateful,,,,
12211,12212,fuck a half ass friendship  dont need that in my life ,non-hateful,,,,
12212,12213,also never tell ppl to just move no one should have to have basic rights infringed upon anywhere they choose to live,non-hateful,,,,
12213,12214,you are vile evil criminal a cheat a fraud a liar a fool you are corrupt you are unfit yo… ,non-hateful,,,,
12214,12215,she is the terrorist depothis america hating trash,non-hateful,,,,
12215,12216,i was fucking on a slut and i was thinking about you ,non-hateful,,,,
12216,12217,tati westbrook putting james charles in the trash where he belongs colorized ,non-hateful,,,,
12217,12218,niggas better come the fuck throooougghhh with those polo neck and chain outfits ,non-hateful,,,,
12218,12219,a little bit of roommate history ,non-hateful,,,,
12219,12220,ugh the only thing worse than listening to political blowhards in congress all day is to have it immediately followed u…,non-hateful,,,,
12220,12221,if someone said to me you can fuck shawn mendes but u would immediately die afterwards like a bee does when it stings a huma…,non-hateful,,,,
12221,12222,i like balls too let me know if you need a glove,non-hateful,,,,
12222,12223,so sick ,non-hateful,,,,
12223,12224,the stupid it hurts,non-hateful,,,,
12224,12225,i’m still not over the fact that tony and nebula were thousands of lightyears away from earth and yet carol still mana…,non-hateful,,,,
12225,12226,hoseok yeah i suppomens rights mens rights to shut the fuck up ,non-hateful,,,,
12226,12227,if you laugh you’re going to helli’m going to hell  ,non-hateful,,,,
12227,12228,automotive local business development manager gatwick £ ,non-hateful,,,,
12228,12229,be your own boss is that simple simply quit and staup your own business,non-hateful,,,,
12229,12230,heres the problem with manila i like you but sometimes no when you go and represent the country walang reklamo p…,non-hateful,,,,
12230,12231,i like capela he need to get that patch out his head tho he got the contract and got some weak swag ,non-hateful,,,,
12231,12232,can we please just get in klay thompson’s shit damn he the only one that can score,non-hateful,,,,
12232,12233,“i’m your hope youre my hope i’m jhope”  ,non-hateful,,,,
12233,12234,someone you’ve been staring off into space what are you thinking aboutme oh nothing my brain big lapras…,non-hateful,,,,
12234,12235,me as a manger about to empty bts schedule for the next two years so they can rest and do whatever they want,non-hateful,,,,
12235,12236,jamie lannister he is the nastiest skank bitch i have ever met do not trust him he is a fugly slut,non-hateful,,,,
12236,12237,now that both my mampg are over i have found  to say to ruel lol,non-hateful,,,,
12237,12238,this show used to be on tbs in the mornings and id have it on because it came on before saved by the bell,non-hateful,,,,
12238,12239,who the fuck does that shit,non-hateful,,,,
12239,12240,i feel bad for all the people who got to be managers for jin like  you really think you’re gonna be able to manage hi…,non-hateful,,,,
12240,12241,good morning girls and gays a lot of you will literally never look this good again in your entire life and you’re wastin…,non-hateful,,,,
12241,12242,if you tolerate someone’s cheating behaviour you’re trash lol idc,non-hateful,,,,
12242,12243,you need to get tested period if you having sex at all like yall really dirty af  ,non-hateful,,,,
12243,12244,prove legally owned handguns are the problem first we all know a ban won’t change a damn thing but di… ,non-hateful,,,,
12244,12245,ya think but nobody will give a damn,non-hateful,,,,
12245,12246,i agree they should all quit and go work for the private sector and earn along more after… ,non-hateful,,,,
12246,12247,looking at corey kluber’s face on the replay will tell you nothing of course but kluber not even attempting to pick up th…,non-hateful,,,,
12247,12248,daniel ig update with a long letterhe said he wrote this as he want to deliver the news personally to fans who have waited…,non-hateful,,,,
12248,12249,you’re my boyfriend ,non-hateful,,,,
12249,12250,“you’re funny af”“you’re super nice wow” ,non-hateful,,,,
12250,12251,he could have cut off his own hand to show how sorry he was amp it would not have made a blind bit of… ,non-hateful,,,,
12251,12252,i lost my breath jimin came out with that swoopy hair and those shades fuck,non-hateful,,,,
12252,12253,such bullshit,non-hateful,,,,
12253,12254,every time i go on a rant i lose followers but honestly if you’re anti vax or anti choice i dont want you here anyway …,non-hateful,,,,
12254,12255,a next ting dem lecturer ya wah fit  months worth a work inna  hours mi look like mi have infinity gauntlet pon mi hand a…,non-hateful,,,,
12255,12256,bitch i miss u,non-hateful,,,,
12256,12257,mans needs to post more selfies look at his sexy ass ,non-hateful,,,,
12257,12258,if you and your bff stop talking and you talk shit about them after  you fake asf no ,non-hateful,,,,
12258,12259,when lany said“the only way to get past this feeling is to tell myself youre not coming back”i really felt that,non-hateful,,,,
12259,12260,and she is fine ,non-hateful,,,,
12260,12261,just had an intense  workout to my beyoncé playlist and i swear i feel like i’m ready to conquer this fucking world ,non-hateful,,,,
12261,12262,i dislike the “all or none” “why not both” mentalityyes you’re allowed to like everything you want thats fine but th…,non-hateful,,,,
12262,12263,van dijk liverpool there is no answer to messi no one has one i’m just glad i don’t play in spain to face him eve…,non-hateful,,,,
12263,12264,apparently you can block in bulk apparently even people youve never interacted with equally as wei… ,non-hateful,,,,
12264,12265,a bop is coming he’s the legend,non-hateful,,,,
12265,12266,jesus these trains are utter crap not sure how they are still running ,non-hateful,,,,
12266,12267,i know cash shit finna bang,non-hateful,,,,
12267,12268,rep tlaib submits measure to remove president trump from office,non-hateful,,,,
12268,12269,the opinion word ankasa ghanaians get problem plus am,non-hateful,,,,
12269,12270,i love slides fuck shoes rs,non-hateful,,,,
12270,12271,eternal child avarige yappie yappie birthday ,non-hateful,,,,
12271,12272,them and ciara i have never been this emo,non-hateful,,,,
12272,12273,between student loans breaking generational curses and saying fuck y’all traditions millennial women are tiiiiirrreeeedddd…,non-hateful,,,,
12273,12274,youre an inspiration to the rest of us,non-hateful,,,,
12274,12275,need ,non-hateful,,,,
12275,12276,why do people get upset at artists who post personal awhile they have commissions a chef can spend the night workin…,non-hateful,,,,
12276,12277,first of all we drink water secondly what the fuck are you doing ,non-hateful,,,,
12277,12278,               day  of ’re going to get yourself where you want to be …,non-hateful,,,,
12278,12279,here’s my theory bran can see everything  we presume he’s looking at important stuff but he’s actually spen…,non-hateful,,,,
12279,12280,what the fuck,non-hateful,,,,
12280,12281,wow i totally underestimated you as a friend you’re a legend,non-hateful,,,,
12281,12282,can we discuss how they’re fighting with two halves of ned starks sword to defend fucking winterfell i’m dead ,non-hateful,,,,
12282,12283,chan i cant move everyones hearts but i can make it for this one personchan sings  immediately reacts to i…,non-hateful,,,,
12283,12284,just the one unfollower today found tracked by ,non-hateful,,,,
12284,12285,like father           like son ,non-hateful,,,,
12285,12286,fuck a cc ,non-hateful,,,,
12286,12287, completion of data analysis for two empirical studies two chapters drafted literature review for two addition… ,non-hateful,,,,
12287,12288,what a piece of shit is filming that instead of helping,non-hateful,,,,
12288,12289,questiondo we have to crucify him this time or can we get more creativelike force him into one o… ,non-hateful,,,,
12289,12290,bhakts are not less educated  so till now they are not able to get it,non-hateful,,,,
12290,12291,over  illegal immigrants apprehended or turned away in april cbp revealsof the nearly   people… ,non-hateful,,,,
12291,12292,this album proved to the world that ariana is a bad bitch and is that bitch,non-hateful,,,,
12292,12293,all these years i thought jake paul had no comedic talent but then he made a video trying to cancel cody ko for being a…,non-hateful,,,,
12293,12294,on may   former president richard m nixon told david frost well when the president does it that means that…,non-hateful,,,,
12294,12295,no dead ass ,non-hateful,,,,
